> Task :compileJava UP-TO-DATE
> Task :compileScala NO-SOURCE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :runJavaLocal
[server] -------------------- Match Starting --------------------
[server] shredders vs. teacher08a on toomuchcheese
[B: #11300@659] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11300@659] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11300@659] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11300@659] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11300@659] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11300@659] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11300@659] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11300@659] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11300@659] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11300@659] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11300@659] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12939@660] Found a cheese mine at [26, 3]
[B: #12939@660] Going straight to cheese mine at [26, 3]
[B: #10064@660] Found a cheese mine at [26, 3]
[B: #10064@660] Going straight to cheese mine at [26, 3]
[B: #13684@660] GameActionException in RobotPlayer:
[B: #13684@660] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@660] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@660] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@660] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@660] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@660] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@660] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@660] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@660] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13948@660] GameActionException in RobotPlayer:
[B: #13948@660] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@660] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@660] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@660] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@660] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@660] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@660] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@660] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@660] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11172@660] GameActionException in RobotPlayer:
[B: #11172@660] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@660] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@660] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@660] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@660] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@660] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@660] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@660] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@660] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13071@660] Found a cheese mine at [26, 3]
[B: #13071@660] Going straight to cheese mine at [26, 3]
[B: #11300@660] GameActionException in RobotPlayer:
[B: #11300@660] battlecode.common.GameActionException: Target location is not on the map
[B: #11300@660] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11300@660] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11300@660] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11300@660] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11300@660] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11300@660] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11300@660] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11300@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11300@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11300@660] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11300@660] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12939@661] Found a cheese mine at [26, 3]
[B: #12939@661] Going straight to cheese mine at [26, 3]
[B: #10064@661] Found a cheese mine at [26, 3]
[B: #10064@661] Going straight to cheese mine at [26, 3]
[B: #13684@661] GameActionException in RobotPlayer:
[B: #13684@661] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@661] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@661] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@661] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@661] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@661] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@661] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@661] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@661] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13948@661] GameActionException in RobotPlayer:
[B: #13948@661] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@661] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@661] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@661] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@661] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@661] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@661] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@661] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@661] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11172@661] GameActionException in RobotPlayer:
[B: #11172@661] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@661] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@661] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@661] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@661] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@661] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@661] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@661] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@661] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13071@661] Found a cheese mine at [26, 3]
[B: #13071@661] Going straight to cheese mine at [26, 3]
[B: #11300@661] GameActionException in RobotPlayer:
[B: #11300@661] battlecode.common.GameActionException: Target location is not on the map
[B: #11300@661] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11300@661] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11300@661] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11300@661] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11300@661] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11300@661] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11300@661] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11300@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11300@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11300@661] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11300@661] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12939@662] Found a cheese mine at [26, 3]
[B: #12939@662] Going straight to cheese mine at [26, 3]
[B: #10064@662] Found a cheese mine at [26, 3]
[B: #10064@662] Going straight to cheese mine at [26, 3]
[B: #13684@662] GameActionException in RobotPlayer:
[B: #13684@662] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@662] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@662] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@662] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@662] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@662] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@662] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@662] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@662] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13948@662] GameActionException in RobotPlayer:
[B: #13948@662] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@662] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@662] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@662] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@662] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@662] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@662] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@662] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@662] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11172@662] GameActionException in RobotPlayer:
[B: #11172@662] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@662] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@662] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@662] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@662] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@662] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@662] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@662] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@662] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13071@662] Found a cheese mine at [26, 3]
[B: #13071@662] Going straight to cheese mine at [26, 3]
[B: #11300@662] GameActionException in RobotPlayer:
[B: #11300@662] battlecode.common.GameActionException: Target location is not on the map
[B: #11300@662] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11300@662] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11300@662] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11300@662] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11300@662] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11300@662] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11300@662] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11300@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11300@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11300@662] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11300@662] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12939@663] Going straight to cheese mine at [26, 3]
[B: #10064@663] Found a cheese mine at [26, 3]
[B: #10064@663] Going straight to cheese mine at [26, 3]
[B: #13684@663] GameActionException in RobotPlayer:
[B: #13684@663] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@663] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@663] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@663] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@663] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@663] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@663] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@663] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@663] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13948@663] GameActionException in RobotPlayer:
[B: #13948@663] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@663] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@663] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@663] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@663] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@663] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@663] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@663] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@663] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11172@663] GameActionException in RobotPlayer:
[B: #11172@663] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@663] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@663] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@663] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@663] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@663] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@663] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@663] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@663] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13071@663] Found a cheese mine at [26, 3]
[B: #13071@663] Going straight to cheese mine at [26, 3]
[B: #11300@663] GameActionException in RobotPlayer:
[B: #11300@663] battlecode.common.GameActionException: Target location is not on the map
[B: #11300@663] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11300@663] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11300@663] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11300@663] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11300@663] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11300@663] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11300@663] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11300@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11300@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11300@663] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11300@663] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12939@664] Found a cheese mine at [26, 3]
[B: #12939@664] Going straight to cheese mine at [26, 3]
[B: #10064@664] Found a cheese mine at [26, 3]
[B: #10064@664] Going straight to cheese mine at [26, 3]
[B: #13684@664] GameActionException in RobotPlayer:
[B: #13684@664] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@664] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@664] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@664] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@664] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@664] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@664] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@664] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@664] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13948@664] GameActionException in RobotPlayer:
[B: #13948@664] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@664] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@664] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@664] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@664] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@664] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@664] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@664] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@664] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11172@664] GameActionException in RobotPlayer:
[B: #11172@664] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@664] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@664] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@664] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@664] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@664] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@664] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@664] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@664] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13071@664] Found a cheese mine at [26, 3]
[B: #13071@664] Going straight to cheese mine at [26, 3]
[B: #11300@664] GameActionException in RobotPlayer:
[B: #11300@664] battlecode.common.GameActionException: Target location is not on the map
[B: #11300@664] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11300@664] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11300@664] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11300@664] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11300@664] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11300@664] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11300@664] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11300@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11300@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11300@664] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11300@664] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12939@665] Found a cheese mine at [26, 3]
[B: #12939@665] Going straight to cheese mine at [26, 3]
[B: #10064@665] Going straight to cheese mine at [26, 3]
[B: #13684@665] GameActionException in RobotPlayer:
