> Task :compileJava UP-TO-DATE
> Task :compileScala NO-SOURCE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :runJavaLocal
[server] -------------------- Match Starting --------------------
[server] shredders vs. teacher08a on toomuchcheese
[B: #13684@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@239] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11703@239] Forward distance squared 80
[B: #11703@239] Straight distance squared 97
[B: #13948@239] GameActionException in RobotPlayer:
[B: #13948@239] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@239] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@239] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@239] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@239] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@239] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@239] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@239] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@239] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13046@239] Can sense kingLoc [24, 9] ? false at distSquared 29
[B: #10827@239] Going straight to cheese mine at [26, 14]
[B: #11172@239] GameActionException in RobotPlayer:
[B: #11172@239] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@239] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@239] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@239] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@239] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@239] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@239] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@239] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@239] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@239] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11916@239] Going straight to cheese mine at [26, 14]
[B: #13071@239] Going straight to cheese mine at [26, 3]
[B: #10519@239] Sensed 0 robots
[B: #13450@239] Can sense kingLoc [24, 9] ? false at distSquared 40
[B: #10260@239] Sensed 0 robots
[B: #12196@239] Sensed 2 robots
[B: #12196@239] Received 0 messages
[B: #12196@239] Received 0 messages
[B: #13915@239] Sensed 2 robots
[B: #13915@239] Received 0 messages
[B: #13365@239] Sensed 1 robots
[B: #13365@239] Received 0 messages
[B: #12939@240] Found a cheese mine at [26, 3]
[B: #12939@240] Going straight to cheese mine at [26, 3]
[B: #11454@240] GameActionException in RobotPlayer:
[B: #11454@240] battlecode.common.GameActionException: Target location is not on the map
[B: #11454@240] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11454@240] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11454@240] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11454@240] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11454@240] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11454@240] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11454@240] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11454@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11454@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11454@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11454@240] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12112@240] Going straight to cheese mine at [26, 14]
[B: #13684@240] GameActionException in RobotPlayer:
[B: #13684@240] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@240] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@240] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@240] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@240] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@240] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@240] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@240] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@240] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11703@240] Forward distance squared 80
[B: #11703@240] Straight distance squared 97
[B: #13948@240] GameActionException in RobotPlayer:
[B: #13948@240] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@240] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@240] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@240] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@240] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@240] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@240] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@240] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@240] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13046@240] Can sense kingLoc [24, 9] ? false at distSquared 29
[B: #10827@240] Going straight to cheese mine at [26, 14]
[B: #11172@240] GameActionException in RobotPlayer:
[B: #11172@240] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@240] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@240] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@240] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@240] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@240] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@240] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@240] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@240] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@240] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11916@240] Going straight to cheese mine at [26, 14]
[B: #13071@240] Found a cheese mine at [26, 3]
[B: #13071@240] Going straight to cheese mine at [26, 3]
[B: #10519@240] Sensed 0 robots
[B: #13450@240] Can sense kingLoc [24, 9] ? false at distSquared 40
[B: #10260@240] Sensed 0 robots
[B: #12196@240] Sensed 3 robots
[B: #12196@240] Received 0 messages
[B: #12196@240] Received 0 messages
[B: #12196@240] Received 0 messages
[B: #13915@240] Sensed 1 robots
[B: #13365@240] Sensed 3 robots
[B: #13365@240] Received 0 messages
[B: #13365@240] Received 0 messages
[B: #13365@240] Received 0 messages
[B: #12939@241] Going straight to cheese mine at [26, 3]
[B: #11454@241] GameActionException in RobotPlayer:
[B: #11454@241] battlecode.common.GameActionException: Target location is not on the map
[B: #11454@241] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11454@241] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11454@241] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11454@241] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11454@241] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11454@241] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11454@241] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11454@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11454@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11454@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11454@241] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12112@241] Going straight to cheese mine at [26, 14]
[B: #13684@241] GameActionException in RobotPlayer:
[B: #13684@241] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@241] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@241] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@241] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@241] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@241] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@241] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@241] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@241] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11703@241] Forward distance squared 80
[B: #11703@241] Straight distance squared 97
[B: #13948@241] GameActionException in RobotPlayer:
[B: #13948@241] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@241] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@241] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@241] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@241] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@241] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@241] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@241] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@241] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13046@241] Can sense kingLoc [24, 9] ? false at distSquared 29
[B: #10827@241] Going straight to cheese mine at [26, 14]
[B: #11172@241] GameActionException in RobotPlayer:
[B: #11172@241] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@241] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@241] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@241] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@241] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@241] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@241] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@241] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@241] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@241] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11916@241] Going straight to cheese mine at [26, 14]
[B: #13071@241] Found a cheese mine at [26, 3]
[B: #13071@241] Going straight to cheese mine at [26, 3]
[B: #10519@241] Sensed 2 robots
[B: #10519@241] Received 0 messages
[B: #10519@241] Received 0 messages
[B: #13450@241] Can sense kingLoc [24, 9] ? false at distSquared 40
[B: #10260@241] Sensed 0 robots
[B: #12196@241] Sensed 5 robots
[B: #12196@241] Received 0 messages
[B: #12196@241] Received 0 messages
[B: #12196@241] Received 0 messages
[B: #12196@241] Received 0 messages
[B: #12196@241] Received 0 messages
[B: #13915@241] Sensed 1 robots
[B: #13365@241] Sensed 2 robots
[B: #13365@241] Received 0 messages
[B: #13365@241] Received 0 messages
[B: #12939@242] Found a cheese mine at [26, 3]
[B: #12939@242] Going straight to cheese mine at [26, 3]
[B: #11454@242] GameActionException in RobotPlayer:
[B: #11454@242] battlecode.common.GameActionException: Target location is not on the map
[B: #11454@242] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11454@242] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11454@242] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11454@242] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11454@242] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11454@242] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11454@242] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11454@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11454@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11454@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11454@242] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12112@242] Going straight to cheese mine at [26, 14]
[B: #13684@242] GameActionException in RobotPlayer:
[B: #13684@242] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@242] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@242] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@242] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@242] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@242] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@242] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@242] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@242] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11703@242] Forward distance squared 80
[B: #11703@242] Straight distance squared 97
[B: #13948@242] GameActionException in RobotPlayer:
[B: #13948@242] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@242] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@242] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@242] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@242] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@242] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@242] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@242] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@242] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13046@242] Can sense kingLoc [24, 9] ? false at distSquared 29
[B: #10827@242] Going straight to cheese mine at [26, 14]
[B: #11172@242] GameActionException in RobotPlayer:
[B: #11172@242] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@242] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@242] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@242] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@242] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@242] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@242] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@242] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@242] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@242] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11916@242] Going straight to cheese mine at [26, 14]
[B: #13071@242] Found a cheese mine at [26, 3]
[B: #13071@242] Going straight to cheese mine at [26, 3]
[B: #10519@242] Sensed 2 robots
[B: #10519@242] Received 0 messages
[B: #10519@242] Received 0 messages
[B: #13450@242] Can sense kingLoc [24, 9] ? false at distSquared 40
[B: #10260@242] Sensed 0 robots
[B: #12196@242] Sensed 0 robots
[B: #13915@242] Sensed 1 robots
[B: #13365@242] Sensed 2 robots
[B: #13365@242] Received 0 messages
[B: #13365@242] Received 0 messages
[B: #11300@242] Sensed 0 robots
[B: #12939@243] Found a cheese mine at [26, 3]
[B: #12939@243] Going straight to cheese mine at [26, 3]
[B: #11454@243] GameActionException in RobotPlayer:
[B: #11454@243] battlecode.common.GameActionException: Target location is not on the map
[B: #11454@243] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11454@243] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11454@243] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11454@243] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11454@243] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11454@243] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11454@243] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11454@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11454@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11454@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11454@243] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #12112@243] Going straight to cheese mine at [26, 14]
[B: #13684@243] GameActionException in RobotPlayer:
[B: #13684@243] battlecode.common.GameActionException: Target location is not on the map
[B: #13684@243] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13684@243] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13684@243] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13684@243] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13684@243] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13684@243] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13684@243] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13684@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13684@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13684@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13684@243] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11703@243] Forward distance squared 80
[B: #11703@243] Straight distance squared 97
[B: #13948@243] GameActionException in RobotPlayer:
[B: #13948@243] battlecode.common.GameActionException: Target location is not on the map
[B: #13948@243] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #13948@243] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #13948@243] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #13948@243] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #13948@243] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #13948@243] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #13948@243] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #13948@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #13948@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #13948@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #13948@243] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #13046@243] Can sense kingLoc [24, 9] ? false at distSquared 29
[B: #10827@243] Going straight to cheese mine at [26, 14]
[B: #11172@243] GameActionException in RobotPlayer:
[B: #11172@243] battlecode.common.GameActionException: Target location is not on the map
[B: #11172@243] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
[B: #11172@243] 	at battlecode.world.RobotControllerImpl.senseMapInfo(RobotControllerImpl.java:646)
[B: #11172@243] 	at teacher08a.CatAttacker.runReportBack(CatAttacker.java:185)
[B: #11172@243] 	at teacher08a.CatAttacker.doAction(CatAttacker.java:37)
[B: #11172@243] 	at teacher08a.RobotPlayer.run(RobotPlayer.java:25)
[B: #11172@243] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
[B: #11172@243] 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
[B: #11172@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayerJava(SandboxedRobotPlayer.java:306)
[B: #11172@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.loadAndRunPlayer(SandboxedRobotPlayer.java:268)
[B: #11172@243] 	at battlecode.instrumenter.SandboxedRobotPlayer.lambda$new$2(SandboxedRobotPlayer.java:202)
[B: #11172@243] 	at java.base/java.lang.Thread.run(Thread.java:1583)
[B: #11916@243] Going straight to cheese mine at [26, 14]
[B: #13071@243] Found a cheese mine at [26, 3]
[B: #13071@243] Going straight to cheese mine at [26, 3]
[B: #10519@243] Sensed 4 robots
[B: #10519@243] Received 0 messages
[B: #10519@243] Received 0 messages
[B: #10519@243] Received 0 messages
[B: #10519@243] Received 0 messages
[B: #13450@243] Can sense kingLoc [24, 9] ? false at distSquared 40
[B: #10260@243] Sensed 0 robots
[B: #12196@243] Sensed 0 robots
[B: #13915@243] Sensed 2 robots
[B: #13915@243] Received 0 messages
[B: #13365@243] Sensed 1 robots
[B: #13365@243] Received 0 messages
[B: #11300@243] Sensed 0 robots
[B: #12939@244] Found a cheese mine at [26, 3]
[B: #12939@244] Going straight to cheese mine at [26, 3]
[B: #11454@244] GameActionException in RobotPlayer:
[B: #11454@244] battlecode.common.GameActionException: Target location is not on the map
[B: #11454@244] 	at battlecode.world.RobotControllerImpl.assertCanSenseLocation(RobotControllerImpl.java:217)
